age;job;marital;education;balance;housing;loan;contact;day;month;duration;campaign;pdays;poutcome;y
31;services;single;tertiary;2332;0;0;cellular;17;feb;228;1;-1;unknown;0
64;retired;divorced;primary;315;0;0;cellular;17;feb;154;1;-1;unknown;1
57;retired;divorced;primary;720;0;0;telephone;17;feb;202;4;-1;unknown;1
75;retired;married;primary;358;0;0;cellular;17;feb;364;11;-1;unknown;1
54;management;married;tertiary;511;0;0;cellular;17;feb;1201;3;-1;unknown;0
37;management;married;tertiary;5355;0;0;telephone;17;feb;466;4;-1;unknown;1
68;retired;married;secondary;445;0;0;cellular;18;feb;475;1;-1;unknown;1
29;management;single;tertiary;5359;0;0;cellular;18;feb;147;1;-1;unknown;1
61;technician;married;tertiary;1263;0;0;telephone;18;feb;176;4;-1;unknown;0
51;entrepreneur;married;primary;1443;0;0;cellular;18;feb;172;10;-1;unknown;1
41;technician;divorced;secondary;4047;1;0;cellular;18;feb;343;1;-1;unknown;1
24;student;single;secondary;23878;0;0;cellular;18;feb;185;1;-1;unknown;1
78;retired;married;primary;158;0;0;cellular;18;feb;360;1;-1;unknown;0
24;blue-collar;single;secondary;167;0;1;cellular;18;feb;134;2;-1;unknown;1
39;management;single;tertiary;0;1;0;cellular;18;feb;224;3;-1;unknown;1
59;retired;married;secondary;26;0;0;cellular;18;feb;92;3;-1;unknown;0
59;unemployed;married;secondary;1047;0;0;cellular;18;feb;83;3;-1;unknown;1
85;retired;divorced;primary;7613;0;0;cellular;18;feb;355;3;-1;unknown;1
31;management;married;tertiary;131;0;0;cellular;18;feb;332;2;-1;unknown;1
32;technician;single;tertiary;2340;0;0;cellular;18;feb;89;2;-1;unknown;1
29;management;single;tertiary;15459;0;0;cellular;18;feb;264;7;-1;unknown;1
51;technician;married;secondary;117;0;0;cellular;18;feb;442;2;-1;unknown;1
39;technician;married;secondary;2266;0;0;cellular;18;feb;208;4;-1;unknown;1
28;student;single;secondary;0;0;0;cellular;18;feb;209;20;-1;unknown;1
39;technician;married;secondary;4101;1;0;cellular;18;feb;146;2;264;other;1
28;admin.;single;secondary;119;0;0;cellular;19;feb;260;3;-1;unknown;0
30;technician;single;tertiary;985;1;0;cellular;19;feb;88;2;-1;unknown;0
56;management;divorced;tertiary;722;0;0;cellular;19;feb;134;3;94;failure;0
21;student;single;secondary;164;0;0;cellular;19;feb;78;5;-1;unknown;0
44;management;married;primary;558;0;0;cellular;19;feb;268;5;-1;unknown;1
25;student;married;tertiary;4923;1;1;cellular;19;feb;266;2;219;other;0
26;admin.;single;secondary;2509;0;0;cellular;19;feb;654;3;-1;unknown;1
80;retired;married;primary;1021;0;0;telephone;26;feb;37;1;-1;unknown;0
28;management;single;tertiary;1287;1;0;cellular;26;feb;65;1;-1;unknown;1
48;management;married;tertiary;1808;1;0;cellular;26;feb;245;1;-1;unknown;1
37;technician;single;secondary;1130;0;0;cellular;26;feb;152;1;-1;unknown;1
71;retired;married;tertiary;653;0;0;telephone;26;feb;367;1;-1;unknown;1
62;housemaid;married;unknown;2021;0;0;telephone;26;feb;361;1;-1;unknown;1
78;retired;married;primary;2735;0;0;telephone;26;feb;418;2;-1;unknown;0
26;blue-collar;single;secondary;834;0;0;cellular;26;feb;90;1;-1;unknown;0
28;management;single;tertiary;3611;0;0;cellular;26;feb;141;2;-1;unknown;1
36;management;divorced;tertiary;-1;0;0;cellular;26;feb;88;3;-1;unknown;0
25;student;single;unknown;2503;0;0;cellular;26;feb;100;2;-1;unknown;0
29;student;single;secondary;48;0;0;cellular;26;feb;51;1;-1;unknown;0
26;admin.;single;tertiary;313;0;1;cellular;26;feb;210;2;-1;unknown;1
43;unemployed;single;tertiary;983;1;0;cellular;26;feb;97;1;-1;unknown;1
56;services;divorced;secondary;935;0;0;cellular;26;feb;112;1;227;failure;0
35;technician;divorced;secondary;2823;1;0;cellular;26;feb;74;1;24;failure;0
34;services;single;tertiary;88;0;0;cellular;26;feb;180;1;-1;unknown;0
54;blue-collar;married;primary;258;0;0;telephone;26;feb;29;1;-1;unknown;0
27;unknown;single;secondary;1187;0;0;telephone;26;feb;232;1;101;failure;1
29;admin.;married;tertiary;238;0;0;cellular;26;feb;79;1;-1;unknown;0
43;admin.;married;secondary;477;1;0;cellular;27;feb;476;2;-1;unknown;0
41;management;married;tertiary;144;0;0;cellular;27;feb;123;3;-1;unknown;0
38;student;single;tertiary;807;0;0;cellular;27;feb;74;2;-1;unknown;0
49;self-employed;married;tertiary;503;1;0;cellular;27;feb;118;5;21;failure;0
36;admin.;married;secondary;725;1;0;cellular;27;feb;123;3;99;failure;0
45;management;married;tertiary;273;1;0;cellular;27;feb;94;2;-1;unknown;0
36;technician;married;secondary;6384;1;1;cellular;27;feb;59;1;101;failure;0
41;technician;married;secondary;349;0;1;cellular;27;feb;48;1;-1;unknown;0
30;management;single;tertiary;5561;1;0;cellular;27;feb;195;1;100;success;1
53;technician;married;secondary;264;0;0;telephone;27;feb;429;4;-1;unknown;0
30;technician;single;secondary;601;0;0;cellular;27;feb;154;1;-1;unknown;0
29;management;single;tertiary;1275;1;1;cellular;27;feb;45;1;-1;unknown;0
25;admin.;single;tertiary;760;1;0;cellular;27;feb;58;2;-1;unknown;0
50;management;married;unknown;8345;0;0;cellular;27;feb;194;1;261;failure;1
34;blue-collar;married;primary;-398;1;0;cellular;27;feb;47;8;-1;unknown;0
25;technician;single;secondary;1231;1;0;cellular;27;feb;412;5;-1;unknown;1
25;admin.;single;tertiary;3730;1;0;cellular;27;feb;353;1;-1;unknown;1
30;management;single;tertiary;617;0;0;cellular;27;feb;192;2;-1;unknown;1
73;retired;married;tertiary;1641;1;0;cellular;27;feb;49;2;-1;unknown;1
31;management;single;tertiary;924;0;0;cellular;27;feb;172;1;-1;unknown;1
47;management;married;tertiary;1147;0;0;cellular;27;feb;204;1;-1;unknown;0
37;management;married;tertiary;708;1;0;cellular;27;feb;32;4;225;failure;0
28;technician;single;tertiary;2489;1;0;telephone;27;feb;342;2;-1;unknown;1
66;retired;married;secondary;995;0;0;cellular;27;feb;131;2;-1;unknown;1
75;retired;married;secondary;1470;0;0;telephone;27;feb;49;1;-1;unknown;0
41;management;married;secondary;280;1;0;cellular;27;feb;87;2;-1;unknown;1
46;technician;married;secondary;3434;0;1;cellular;27;feb;115;1;-1;unknown;1
42;unemployed;married;tertiary;576;0;0;cellular;27;feb;156;1;-1;unknown;1
28;technician;single;secondary;1363;0;0;cellular;27;feb;79;1;-1;unknown;1
45;technician;single;secondary;4367;1;0;cellular;27;feb;71;1;-1;unknown;0
37;admin.;married;secondary;3427;0;0;cellular;27;feb;46;1;-1;unknown;0
33;technician;single;tertiary;1636;1;0;cellular;27;feb;165;1;-1;unknown;1
30;unknown;single;tertiary;6836;0;0;cellular;27;feb;30;3;-1;unknown;0
38;technician;married;secondary;5115;1;0;cellular;27;feb;99;1;102;success;1
39;blue-collar;single;primary;581;1;0;cellular;27;feb;233;1;270;other;1
33;admin.;single;secondary;607;0;0;cellular;27;feb;110;2;-1;unknown;1
42;services;married;secondary;1376;1;0;cellular;2;mar;712;4;-1;unknown;1
33;technician;married;secondary;218;1;1;telephone;2;mar;169;4;-1;unknown;0
31;management;married;tertiary;2667;1;0;cellular;2;mar;73;2;-1;unknown;0
34;management;married;tertiary;1036;1;0;cellular;2;mar;78;4;103;failure;0
28;technician;single;tertiary;356;0;0;cellular;2;mar;76;2;-1;unknown;0
35;services;married;secondary;52;1;0;cellular;2;mar;378;4;-1;unknown;1
36;technician;divorced;tertiary;1381;0;0;cellular;2;mar;149;1;-1;unknown;0
55;technician;married;secondary;0;1;1;cellular;2;mar;116;1;-1;unknown;1
62;unknown;married;secondary;367;0;0;telephone;2;mar;139;5;-1;unknown;0
43;blue-collar;married;primary;3917;0;0;cellular;2;mar;154;1;-1;unknown;1
31;blue-collar;married;tertiary;982;1;1;cellular;2;mar;142;2;-1;unknown;0
45;admin.;married;secondary;129;1;0;cellular;2;mar;145;1;-1;unknown;0
35;management;married;tertiary;5367;0;0;cellular;2;mar;69;1;-1;unknown;0
37;technician;married;tertiary;549;0;0;cellular;2;mar;239;1;-1;unknown;1
26;admin.;married;secondary;1595;0;0;cellular;2;mar;54;1;-1;unknown;0
25;student;single;secondary;1116;1;0;cellular;2;mar;170;3;-1;unknown;0
33;admin.;married;tertiary;21;0;1;cellular;2;mar;202;2;-1;unknown;0
29;management;single;tertiary;92;0;0;cellular;2;mar;175;5;-1;unknown;1
49;management;married;tertiary;2881;0;0;cellular;2;mar;120;3;-1;unknown;1
35;admin.;married;unknown;1055;0;0;cellular;2;mar;59;2;-1;unknown;0
63;self-employed;married;tertiary;661;0;0;cellular;2;mar;56;2;-1;unknown;0
61;retired;married;tertiary;32685;0;0;cellular;2;mar;1447;2;-1;unknown;1
33;blue-collar;single;secondary;1925;1;0;cellular;2;mar;76;2;-1;unknown;0
25;admin.;single;secondary;1099;0;0;cellular;2;mar;131;12;-1;unknown;0
35;admin.;married;secondary;-85;0;0;cellular;2;mar;136;6;-1;unknown;0
44;technician;single;secondary;250;0;0;telephone;2;mar;382;2;-1;unknown;1
54;technician;married;secondary;25;1;0;telephone;2;mar;88;3;-1;unknown;0
27;unemployed;single;tertiary;2033;0;0;telephone;2;mar;39;2;-1;unknown;0
54;admin.;married;secondary;602;0;0;cellular;3;mar;143;2;-1;unknown;1
28;management;single;tertiary;730;1;0;cellular;3;mar;631;1;-1;unknown;1
27;student;single;secondary;1177;0;0;cellular;3;mar;133;1;-1;unknown;0
30;admin.;single;secondary;523;0;1;cellular;3;mar;83;1;-1;unknown;1
94;retired;divorced;secondary;1234;0;0;cellular;3;mar;212;1;-1;unknown;0
47;technician;married;secondary;293;0;0;cellular;3;mar;499;1;-1;unknown;1
34;blue-collar;single;secondary;215;0;0;cellular;3;mar;350;3;-1;unknown;1
38;admin.;married;secondary;2549;0;0;cellular;3;mar;103;1;-1;unknown;0
37;unknown;single;tertiary;0;0;0;cellular;3;mar;426;1;-1;unknown;1
25;self-employed;single;tertiary;42;1;0;cellular;3;mar;320;1;-1;unknown;1
29;technician;single;secondary;316;1;0;cellular;3;mar;156;1;-1;unknown;1
62;management;married;secondary;4562;1;0;cellular;3;mar;168;1;-1;unknown;1
58;management;divorced;secondary;10180;0;0;cellular;3;mar;180;2;-1;unknown;1
46;management;married;tertiary;0;0;0;cellular;3;mar;305;13;-1;unknown;1
56;retired;married;tertiary;281;0;0;cellular;3;mar;96;2;-1;unknown;1
49;technician;married;tertiary;523;1;0;cellular;3;mar;152;2;-1;unknown;1
23;student;single;secondary;486;0;0;cellular;3;mar;87;1;-1;unknown;0
28;technician;single;secondary;126;0;0;cellular;3;mar;229;1;-1;unknown;0
54;management;married;tertiary;446;0;0;cellular;3;mar;133;4;102;other;0
32;technician;married;tertiary;3820;1;0;cellular;3;mar;105;1;-1;unknown;0
68;retired;married;secondary;1316;0;0;telephone;4;mar;92;5;-1;unknown;0
33;management;married;tertiary;250;0;0;cellular;4;mar;377;6;-1;unknown;1
24;management;single;tertiary;1030;0;0;cellular;4;mar;396;2;-1;unknown;1
48;management;married;primary;606;0;0;cellular;5;mar;77;6;-1;unknown;0
27;student;single;tertiary;0;0;0;cellular;5;mar;82;3;-1;unknown;1
60;retired;married;secondary;404;0;0;cellular;5;mar;308;2;196;failure;1
72;retired;single;unknown;588;0;1;cellular;5;mar;66;3;-1;unknown;0
50;management;married;secondary;268;0;0;cellular;5;mar;61;2;-1;unknown;0
32;management;single;tertiary;506;0;0;cellular;5;mar;63;2;-1;unknown;1
23;admin.;single;tertiary;0;0;0;cellular;5;mar;168;2;-1;unknown;0
25;unemployed;single;secondary;771;0;0;cellular;5;mar;86;1;-1;unknown;0
59;management;married;unknown;8674;0;0;cellular;5;mar;64;1;-1;unknown;0
83;retired;divorced;primary;1097;0;0;telephone;5;mar;181;1;-1;unknown;1
36;admin.;married;secondary;2061;1;1;cellular;5;mar;53;3;-1;unknown;0
19;student;single;unknown;27;0;0;telephone;5;mar;86;12;-1;unknown;0
53;management;married;secondary;2693;0;0;cellular;5;mar;90;1;104;failure;1
45;admin.;divorced;secondary;2353;1;0;cellular;5;mar;182;1;107;other;1
41;management;single;tertiary;203;0;0;cellular;5;mar;90;2;-1;unknown;0
29;admin.;single;secondary;873;0;0;cellular;5;mar;41;2;-1;unknown;0
48;unemployed;married;primary;1296;0;0;cellular;5;mar;119;1;-1;unknown;0
35;self-employed;married;tertiary;3698;1;0;cellular;5;mar;106;1;-1;unknown;1
28;technician;single;secondary;5763;0;1;cellular;5;mar;196;2;-1;unknown;1
31;management;divorced;tertiary;883;1;0;cellular;5;mar;112;2;106;failure;1
66;retired;married;tertiary;2820;0;0;cellular;5;mar;115;2;-1;unknown;0
26;management;single;secondary;651;0;1;cellular;5;mar;84;1;-1;unknown;0
30;student;single;unknown;988;0;0;cellular;5;mar;167;9;-1;unknown;0
30;student;single;tertiary;2539;0;0;telephone;5;mar;199;5;-1;unknown;1
29;technician;married;secondary;2326;0;0;cellular;6;mar;195;1;-1;unknown;1
36;management;single;tertiary;811;0;0;cellular;6;mar;229;1;-1;unknown;1
57;management;married;tertiary;256;0;0;cellular;6;mar;227;1;-1;unknown;1
26;student;single;unknown;598;0;0;cellular;6;mar;136;1;-1;unknown;0
21;blue-collar;single;secondary;682;0;0;cellular;6;mar;266;1;-1;unknown;1
44;management;single;tertiary;483;0;0;cellular;6;mar;207;2;199;success;1
23;management;single;tertiary;1506;0;0;cellular;9;mar;131;4;-1;unknown;1
34;management;single;tertiary;575;0;0;cellular;9;mar;116;1;-1;unknown;1
26;management;single;tertiary;1274;1;0;cellular;9;mar;101;1;-1;unknown;0
79;retired;married;secondary;8304;0;0;telephone;9;mar;303;9;-1;unknown;1
32;self-employed;married;secondary;409;0;0;cellular;9;mar;217;2;-1;unknown;1
38;management;married;tertiary;1101;1;0;cellular;9;mar;78;2;120;failure;0
29;technician;married;tertiary;676;0;0;cellular;9;mar;93;2;224;failure;0
28;technician;single;secondary;6551;0;0;cellular;10;mar;97;1;-1;unknown;0
37;unemployed;single;tertiary;1316;1;0;cellular;10;mar;350;2;112;failure;1
52;technician;married;secondary;0;1;0;cellular;10;mar;164;1;-1;unknown;0
35;management;single;tertiary;671;1;0;cellular;10;mar;112;1;-1;unknown;1
47;management;married;tertiary;2351;0;0;cellular;10;mar;80;1;-1;unknown;1
61;management;married;tertiary;997;0;0;cellular;10;mar;106;1;-1;unknown;1
30;management;single;tertiary;4808;0;0;cellular;10;mar;272;1;-1;unknown;1
23;technician;single;secondary;3092;0;0;cellular;10;mar;56;2;-1;unknown;0
34;admin.;single;secondary;4447;1;0;cellular;10;mar;75;2;-1;unknown;0
70;retired;married;secondary;6422;0;0;cellular;10;mar;122;1;-1;unknown;1
28;technician;single;tertiary;3623;0;0;cellular;10;mar;261;1;-1;unknown;1
34;management;married;tertiary;1674;1;0;cellular;10;mar;113;1;210;failure;0
52;management;married;tertiary;31;0;0;cellular;10;mar;135;1;-1;unknown;1
27;admin.;single;secondary;464;0;0;cellular;10;mar;103;1;-1;unknown;0
28;management;single;secondary;171;0;0;cellular;10;mar;93;1;-1;unknown;1
19;student;single;secondary;1803;0;0;cellular;10;mar;59;1;-1;unknown;0
43;technician;married;secondary;1358;0;0;cellular;10;mar;159;3;-1;unknown;1
28;student;single;tertiary;111;0;0;cellular;10;mar;70;2;-1;unknown;0
30;student;single;secondary;685;0;0;telephone;10;mar;230;2;-1;unknown;0
29;admin.;single;secondary;345;0;0;cellular;11;mar;60;3;-1;unknown;0
57;management;married;tertiary;2681;0;0;cellular;11;mar;266;2;-1;unknown;1
24;admin.;single;tertiary;-61;0;0;cellular;11;mar;95;4;-1;unknown;1
25;management;married;tertiary;4461;0;0;cellular;11;mar;796;5;-1;unknown;1
41;technician;married;secondary;0;0;0;cellular;11;mar;101;1;-1;unknown;0
52;services;married;secondary;2993;0;0;cellular;11;mar;96;6;-1;unknown;0
59;unemployed;married;secondary;0;0;0;cellular;11;mar;74;1;-1;unknown;0
32;management;married;tertiary;8929;0;0;cellular;11;mar;126;1;-1;unknown;1
65;housemaid;married;primary;715;0;0;cellular;11;mar;323;1;-1;unknown;1
34;admin.;divorced;secondary;1085;0;0;cellular;11;mar;101;7;-1;unknown;1
43;management;married;tertiary;2987;0;0;cellular;11;mar;103;3;-1;unknown;0
44;management;married;tertiary;1058;0;0;cellular;11;mar;188;3;-1;unknown;1
50;housemaid;married;secondary;388;0;0;cellular;11;mar;203;2;-1;unknown;1
32;entrepreneur;single;tertiary;-34;1;0;cellular;11;mar;101;1;-1;unknown;1
64;technician;married;tertiary;1319;0;0;cellular;12;mar;56;2;-1;unknown;0
63;retired;divorced;primary;1840;0;0;cellular;12;mar;71;3;-1;unknown;0
70;retired;married;unknown;1236;0;0;cellular;12;mar;58;4;-1;unknown;0
44;management;married;tertiary;423;0;0;cellular;12;mar;2330;5;-1;unknown;1
33;technician;single;tertiary;258;0;0;cellular;12;mar;80;4;-1;unknown;1
49;technician;divorced;tertiary;1807;1;0;cellular;12;mar;229;1;-1;unknown;1
53;services;divorced;secondary;0;0;0;cellular;12;mar;80;2;-1;unknown;1
31;management;divorced;tertiary;71;0;0;cellular;12;mar;119;1;-1;unknown;1
61;admin.;married;tertiary;1332;0;0;cellular;12;mar;156;1;-1;unknown;1
37;management;single;tertiary;33;1;0;cellular;12;mar;186;1;-1;unknown;1
64;retired;married;unknown;2923;0;0;cellular;12;mar;120;1;-1;unknown;0
58;self-employed;married;tertiary;5810;0;0;cellular;12;mar;139;1;-1;unknown;1
30;management;single;tertiary;3473;0;0;cellular;12;mar;1209;2;-1;unknown;1
25;management;single;tertiary;1259;0;0;cellular;12;mar;85;1;-1;unknown;0
28;blue-collar;single;secondary;387;1;0;cellular;13;mar;61;11;282;other;0
47;blue-collar;married;secondary;238;1;1;cellular;13;mar;3076;1;-1;unknown;1
61;management;married;tertiary;5157;0;0;cellular;13;mar;432;1;-1;unknown;0
60;technician;married;secondary;1740;0;0;cellular;13;mar;296;2;-1;unknown;1
56;management;married;secondary;1928;0;0;cellular;16;mar;61;6;115;failure;0
78;housemaid;married;secondary;499;0;0;telephone;16;mar;80;4;-1;unknown;0
48;technician;married;secondary;1981;1;0;cellular;16;mar;291;3;238;success;0
45;technician;divorced;tertiary;10768;1;0;cellular;16;mar;104;2;-1;unknown;0
30;student;single;secondary;7387;0;0;cellular;16;mar;93;1;-1;unknown;0
62;self-employed;married;tertiary;4886;1;0;telephone;16;mar;44;1;-1;unknown;0
57;blue-collar;married;primary;1610;0;0;telephone;16;mar;147;1;-1;unknown;0
28;student;single;secondary;459;0;0;cellular;16;mar;83;13;-1;unknown;0
36;entrepreneur;divorced;tertiary;3407;0;0;cellular;16;mar;392;4;-1;unknown;1
68;retired;single;unknown;518;0;0;cellular;17;mar;74;1;-1;unknown;0
30;management;married;tertiary;739;0;0;cellular;17;mar;163;2;-1;unknown;0
37;services;single;secondary;1045;0;0;cellular;17;mar;406;2;41;failure;1
43;admin.;married;secondary;132;0;0;cellular;17;mar;220;1;-1;unknown;1
22;student;single;secondary;2139;0;0;cellular;17;mar;133;8;-1;unknown;0
46;admin.;married;secondary;974;0;0;cellular;17;mar;178;1;-1;unknown;1
37;admin.;single;tertiary;1000;1;0;cellular;17;mar;195;1;-1;unknown;1
31;management;single;tertiary;115;0;0;cellular;17;mar;187;1;-1;unknown;1
44;management;married;tertiary;3665;0;0;cellular;17;mar;325;1;-1;unknown;0
31;technician;married;secondary;180;0;0;cellular;17;mar;299;2;-1;unknown;1
30;management;single;tertiary;201;1;0;cellular;17;mar;325;2;-1;unknown;1
26;self-employed;single;tertiary;657;0;1;cellular;17;mar;159;2;-1;unknown;0
29;admin.;single;tertiary;261;0;0;cellular;17;mar;136;19;-1;unknown;0
27;student;single;secondary;672;0;0;cellular;18;mar;236;2;-1;unknown;0
33;technician;single;tertiary;154;0;0;cellular;18;mar;159;2;-1;unknown;0
30;management;married;tertiary;8089;1;0;cellular;18;mar;232;2;294;failure;1
83;retired;married;secondary;0;0;0;cellular;18;mar;140;10;-1;unknown;0
32;admin.;single;tertiary;8866;0;0;cellular;18;mar;278;2;-1;unknown;1
35;admin.;married;secondary;2;1;0;cellular;18;mar;194;1;-1;unknown;1
59;technician;married;secondary;259;0;0;cellular;18;mar;224;1;-1;unknown;1
33;housemaid;single;tertiary;1107;1;0;cellular;18;mar;201;1;-1;unknown;1
41;services;single;secondary;-675;1;1;cellular;18;mar;147;4;-1;unknown;1
59;admin.;married;secondary;3735;0;0;cellular;18;mar;203;4;121;failure;1
37;management;single;tertiary;1730;0;0;cellular;19;mar;167;1;-1;unknown;1
55;admin.;married;secondary;9329;0;0;cellular;19;mar;181;1;-1;unknown;0
31;services;married;secondary;447;0;0;cellular;19;mar;220;3;-1;unknown;1
28;student;single;secondary;5916;0;0;cellular;20;mar;93;5;-1;unknown;0
24;admin.;single;secondary;493;0;0;cellular;23;mar;47;2;-1;unknown;0
32;management;married;tertiary;376;1;0;cellular;23;mar;248;4;-1;unknown;1
26;management;single;tertiary;2786;0;0;cellular;23;mar;415;1;-1;unknown;1
46;management;single;tertiary;6651;0;0;cellular;23;mar;233;1;-1;unknown;0
53;technician;married;secondary;10185;0;0;cellular;23;mar;115;1;-1;unknown;1
30;management;single;tertiary;2;0;0;cellular;23;mar;269;1;-1;unknown;0
37;admin.;single;secondary;127;0;0;cellular;23;mar;83;4;-1;unknown;0
73;retired;married;tertiary;448;0;0;cellular;24;mar;136;1;-1;unknown;1
57;retired;married;tertiary;1292;0;0;cellular;24;mar;89;1;-1;unknown;0
41;management;single;tertiary;120;0;1;cellular;24;mar;81;1;49;other;0
34;unemployed;married;secondary;978;0;0;cellular;24;mar;132;1;-1;unknown;1
49;unemployed;married;tertiary;377;0;0;cellular;24;mar;74;2;-1;unknown;0
41;admin.;married;secondary;158;1;0;cellular;24;mar;115;2;-1;unknown;0
58;management;married;secondary;111;0;0;telephone;24;mar;58;2;-1;unknown;0
26;management;single;tertiary;15;0;0;cellular;24;mar;116;2;-1;unknown;0
53;management;divorced;tertiary;2245;0;0;cellular;24;mar;125;2;-1;unknown;0
46;management;divorced;tertiary;-130;1;0;cellular;24;mar;144;2;-1;unknown;1
76;retired;divorced;primary;3049;0;0;cellular;24;mar;170;3;-1;unknown;1
46;management;married;tertiary;11385;0;0;cellular;24;mar;269;3;-1;unknown;1
83;retired;divorced;primary;46;0;0;cellular;25;mar;115;1;-1;unknown;1
40;management;married;tertiary;0;1;0;cellular;25;mar;506;2;-1;unknown;1
26;admin.;single;tertiary;689;0;0;cellular;25;mar;78;1;-1;unknown;0
23;student;single;secondary;4126;0;0;cellular;25;mar;96;2;-1;unknown;1
34;management;single;tertiary;212;0;0;cellular;25;mar;278;8;-1;unknown;1
24;student;single;secondary;1250;0;0;cellular;25;mar;411;2;-1;unknown;1
41;management;divorced;tertiary;25;1;1;cellular;26;mar;117;2;-1;unknown;1
39;management;married;secondary;2981;0;0;cellular;26;mar;200;1;-1;unknown;1
38;admin.;married;secondary;6706;0;0;cellular;26;mar;143;2;-1;unknown;0
48;admin.;divorced;secondary;0;1;1;cellular;26;mar;94;1;-1;unknown;0
21;admin.;single;tertiary;242;0;1;cellular;26;mar;131;4;-1;unknown;0
37;blue-collar;married;primary;623;0;0;cellular;26;mar;267;2;-1;unknown;0
28;admin.;single;secondary;1277;0;0;cellular;26;mar;475;1;-1;unknown;1
40;blue-collar;married;secondary;5;0;0;cellular;26;mar;86;2;-1;unknown;0
55;self-employed;married;primary;325;0;0;cellular;26;mar;439;4;-1;unknown;0
43;management;married;secondary;3301;1;1;cellular;26;mar;278;2;-1;unknown;0
57;housemaid;married;primary;571;0;0;cellular;26;mar;181;2;-1;unknown;0
29;blue-collar;married;primary;201;1;0;cellular;27;mar;101;12;-1;unknown;0
34;technician;married;secondary;390;1;0;cellular;27;mar;95;2;231;failure;1
77;retired;married;secondary;9601;0;0;telephone;27;mar;515;1;-1;unknown;1
36;management;married;secondary;565;0;0;cellular;27;mar;300;1;-1;unknown;1
58;management;married;tertiary;1384;1;0;cellular;27;mar;342;1;-1;unknown;1
45;management;married;unknown;2466;0;0;telephone;27;mar;124;1;-1;unknown;0
32;self-employed;single;tertiary;658;1;0;cellular;27;mar;283;1;-1;unknown;1
38;admin.;married;tertiary;1988;0;0;cellular;27;mar;164;2;130;failure;1
47;management;married;tertiary;649;1;0;cellular;27;mar;78;2;-1;unknown;0
46;admin.;married;secondary;70;1;0;cellular;27;mar;229;2;-1;unknown;1
57;management;divorced;unknown;0;0;0;cellular;27;mar;102;1;-1;unknown;0
35;technician;married;tertiary;122;0;0;cellular;27;mar;277;1;-1;unknown;0
50;services;married;secondary;0;1;0;cellular;27;mar;689;2;-1;unknown;0
27;student;single;secondary;213;0;0;cellular;27;mar;378;1;-1;unknown;1
33;management;single;tertiary;215;1;0;cellular;27;mar;101;1;-1;unknown;0
57;technician;married;secondary;3858;0;0;cellular;27;mar;558;1;-1;unknown;0
69;retired;married;unknown;647;0;0;telephone;27;mar;199;1;-1;unknown;0
46;admin.;married;secondary;-522;1;0;cellular;27;mar;243;3;239;other;1
32;technician;single;secondary;234;0;0;cellular;27;mar;166;2;-1;unknown;0
59;retired;married;tertiary;9676;0;0;telephone;27;mar;234;2;-1;unknown;1
19;student;single;primary;134;0;0;cellular;27;mar;271;2;-1;unknown;1
25;management;single;tertiary;316;0;0;cellular;27;mar;347;2;-1;unknown;1
23;management;single;tertiary;2143;0;0;cellular;30;mar;180;2;-1;unknown;1
32;management;single;tertiary;1613;0;0;cellular;30;mar;253;2;129;failure;0
44;unemployed;married;secondary;2756;0;0;cellular;30;mar;57;4;-1;unknown;0
26;admin.;single;secondary;1327;0;0;cellular;30;mar;171;4;-1;unknown;0
49;admin.;married;tertiary;255;1;0;cellular;30;mar;96;6;-1;unknown;0
32;services;married;secondary;2833;1;0;cellular;30;mar;415;1;-1;unknown;0
31;blue-collar;married;primary;620;0;0;cellular;30;mar;95;1;-1;unknown;0
47;management;married;tertiary;3663;0;0;cellular;30;mar;364;3;-1;unknown;1
23;management;single;tertiary;1004;1;0;cellular;30;mar;114;2;-1;unknown;0
22;admin.;single;secondary;114;0;0;cellular;30;mar;517;1;-1;unknown;1
32;student;single;unknown;2321;0;0;cellular;30;mar;167;2;-1;unknown;0
30;management;single;tertiary;6495;0;0;cellular;30;mar;78;3;-1;unknown;0
27;management;single;tertiary;831;0;0;cellular;30;mar;1081;2;-1;unknown;1
73;retired;divorced;primary;2308;0;0;telephone;30;mar;163;2;-1;unknown;1
26;admin.;married;tertiary;2855;0;0;cellular;30;mar;52;3;-1;unknown;0
36;management;married;tertiary;9324;1;0;cellular;30;mar;138;8;-1;unknown;0
24;admin.;single;secondary;753;1;0;cellular;30;mar;259;15;-1;unknown;0
57;management;divorced;tertiary;6468;1;0;cellular;31;mar;684;4;-1;unknown;0
41;management;married;tertiary;1468;1;0;cellular;31;mar;237;3;-1;unknown;1
30;admin.;single;tertiary;311;0;0;cellular;31;mar;158;2;-1;unknown;1
60;admin.;married;secondary;7336;0;0;cellular;31;mar;494;1;-1;unknown;0
34;technician;single;tertiary;2658;1;0;cellular;31;mar;265;1;230;failure;0
29;management;married;tertiary;250;1;0;cellular;31;mar;371;2;257;other;0
55;housemaid;divorced;secondary;0;0;0;cellular;31;mar;829;1;-1;unknown;0
33;services;married;secondary;260;1;0;cellular;31;mar;248;1;-1;unknown;0
32;technician;single;tertiary;392;1;0;cellular;1;apr;957;2;131;failure;0
26;admin.;single;secondary;274;0;0;cellular;1;apr;351;3;-1;unknown;1
36;entrepreneur;single;secondary;45;1;0;cellular;1;apr;131;1;-1;unknown;0
